order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,discount,sales,profit,city_state
US-2018-124094,5/14/18,5/20/18,Same Day,GB-14530,OFF-AP-10003622,29,0,86.99,-346.94,"Decatur, Alabama"
US-2015-135181,5/23/15,5/29/15,Standard Class,LR-16915,TEC-PH-10003580,22,0.3,3165.23,2967.32,"Hot Springs, Arkansas"
US-2016-117745,7/26/16,7/29/16,Second Class,SW-20755,FUR-TA-10000849,22,0,3776.79,2979.84,"Redmond, Oregon"
US-2016-122447,7/10/16,7/13/16,Same Day,CL-11890,FUR-FU-10001487,20,0,128.85,36.37,"San Mateo, California"
US-2015-115262,12/28/15,12/31/15,Standard Class,TB-21055,FUR-FU-10000193,26,0,1087.69,-296.42,"Moreno Valley, California"
ZA-2017-135011,11/23/17,11/25/17,Standard Class,CM-12235,FUR-FU-10002298,14,0,1827.17,1558.64,Capetown
ZA-2015-169851,9/8/15,9/10/15,First Class,TB-21250,OFF-LA-10000240,18,0.2,61.37,0.72,Capetown
BR-2015-140674,3/4/15,3/6/15,Second Class,DB-13555,FUR-BO-10001798,12,0.1,1663.55,1240.28,Rio de Janeiro
MX-2018-118697,2/2/18,2/2/18,Standard Class,DB-13555,OFF-LA-10003148,26,0.2,99.07,-414.89,Rio de Janeiro
BR-2015-139219,9/11/15,9/18/15,Second Class,MD-17860,OFF-ST-10000344,26,0.1,255.81,-80.46,Mexico City 
CA-2015-156713,1/17/15,1/24/15,Second Class,PS-18760,FUR-BO-10002824,20,0.1,2826.35,936.50,Toronto
BR-2017-130562,11/26/17,11/26/17,Second Class,ML-17410,FUR-FU-10004188,16,0,1332.36,1246.04,Rio de Janeiro
CN-2016-119312,4/15/16,4/21/16,Standard Class,CC-12610,OFF-AR-10001044,29,0,749.19,663.57,Beijing
KR-2017-177918,8/5/17,8/9/17,Second Class,MH-17440,OFF-SU-10003002,25,0,73.33,37.69,Tokyo
CN-2016-171224,4/19/16,4/20/16,Second Class,SW-20245,OFF-ST-10004258,8,0.1,77.01,-1497.45,Seoul
CN-2017-153307,3/20/17,3/20/17,Standard Class,EJ-13720,OFF-ST-10004835,1,0.1,4.46,0.36,New Delhi 
US-2017-102154,4/13/17,4/19/17,Standard Class,BM-11140,TEC-MA-10004458,15,0.2,679.54,-3889.31,"Franklin, Wisconsin"
US-2016-163167,4/30/16,5/3/16,Second Class,SH-19975,FUR-TA-10004607,22,0,3424.63,3305.95,"Frisco, Texas"
US-2018-107270,6/25/18,7/2/18,Standard Class,SP-20860,OFF-ST-10001627,5,0.1,54.56,14.23,"New Albany, Indiana"
US-2017-146271,3/17/17,3/19/17,Second Class,ZD-21925,OFF-AP-10002118,19,0,4042.05,4013.53,"Rockford, Illinois"
US-2015-103868,10/27/15,10/31/15,Second Class,ST-20530,OFF-AP-10002203,20,0,85.26,46.15,"Mount Vernon, New York"
US-2016-159436,5/18/16,5/19/16,Second Class,KB-16315,TEC-AC-10004708,1,0,18.21,7.38,"Watertown, New York"
US-2017-140517,4/27/17,4/29/17,Standard Class,JF-15355,OFF-PA-10001934,5,0,21.48,4.63,"Lorain, Ohio"
DE-2015-175262,4/13/15,4/14/15,Standard Class,BF-10975,TEC-AC-10003237,24,0,174.01,93.14,Cairo
US-2016-176602,12/24/16,12/28/16,First Class,BP-11290,TEC-PH-10003580,18,0.3,2589.73,2283.03,"Summerville, South Carolina"
US-2018-116507,7/16/18,7/20/18,Standard Class,TD-20995,FUR-TA-10002855,28,0,3884.45,3669.95,"Concord, North Carolina"
US-2018-133214,4/2/18,4/2/18,First Class,EA-14035,FUR-CH-10001545,4,0,421.27,398.14,"Atlanta, Georgia"
US-2018-116451,10/21/18,10/23/18,Standard Class,JA-15970,OFF-PA-10000327,17,0,48.02,-209.84,"Sacramento, California"
CA-2016-151035,5/25/16,6/1/16,Second Class,LC-16960,OFF-BI-10000848,23,0,74.73,-524.88,Toronto
US-2017-164383,5/8/17,5/8/17,Standard Class,FH-14275,OFF-AR-10002704,28,0,381.69,-61778.10,"Sacramento, California"
CA-2016-174803,3/8/16,3/12/16,Second Class,BF-11005,OFF-AP-10004036,12,0,177.65,138.90,Toronto
JP-2017-108277,8/13/17,8/15/17,Standard Class,TC-21295,OFF-AR-10003759,5,0,6.01,-15.20,Tokyo
IN-2016-147038,3/7/16,3/9/16,First Class,SC-20260,OFF-FA-10004968,19,0,83.57,-1434.78,New Delhi 
KR-2015-161827,2/26/15,2/28/15,Second Class,TC-20980,FUR-CH-10002304,4,0,109.12,95.64,Tokyo
JP-2016-147387,6/28/16,7/2/16,Standard Class,SS-20410,OFF-AR-10001427,25,0,154.88,-1775.72,New Delhi 
KR-2016-159349,9/4/16,9/8/16,Standard Class,JH-15820,OFF-AR-10004707,25,0,48.36,-15.14,New Delhi 
US-2015-170652,11/12/15,11/19/15,Standard Class,NF-18385,FUR-FU-10003829,28,0,64.51,-323.55,"Atlantic City, New Jersey"
US-2016-110139,8/13/16,8/13/16,Second Class,JJ-15445,OFF-ST-10000025,25,0.1,2220.18,1987.38,"Fairfield, Connecticut"
DE-2017-170293,9/29/17,10/5/17,Second Class,DH-13075,FUR-FU-10004864,14,0,135.86,-670.54,Berlin
US-2018-128678,6/22/18,6/22/18,Standard Class,KC-16540,TEC-PH-10001700,18,0,953.82,933.60,"Seattle, Washington"
US-2016-138297,1/28/16,1/30/16,Standard Class,CM-12160,OFF-ST-10001522,12,0.1,1335.25,944.76,"Des Moines, Washington"
JP-2016-151927,5/4/16,5/4/16,Same Day,PR-18880,OFF-PA-10000304,17,0,74.47,27.79,Tokyo
US-2015-108431,5/16/15,5/16/15,Second Class,BS-11800,TEC-PH-10001817,29,0.3,7427.28,7322.52,"Tamarac, Florida"
ZA-2015-118707,10/21/15,10/27/15,Standard Class,MH-17620,OFF-AP-10001271,12,0,491.24,-3180.86,Capetown
BR-2016-137183,11/30/16,12/2/16,Second Class,DB-13660,OFF-ST-10001097,8,0.1,1686.08,1617.65,Toronto
US-2018-145957,7/3/18,7/5/18,Standard Class,JK-16120,FUR-FU-10000293,13,0,1543.97,1387.36,"Dallas, Texas"
US-2018-127308,1/1/18,1/1/18,Second Class,CS-12250,TEC-MA-10001127,28,0.2,37318.19,36304.70,"Garland, Texas"
US-2017-125376,11/12/17,11/15/17,Standard Class,LL-16840,FUR-TA-10001086,19,0,2350.68,2145.89,"Woonsocket, Rhode Island"
US-2018-101498,3/24/18,3/26/18,Standard Class,NK-18490,OFF-BI-10001071,25,0.65,371.16,-2210.28,"New Brunswick, New Jersey"
BR-2018-164141,8/29/18,9/3/18,Second Class,BF-11215,FUR-FU-10003708,23,0,1212.21,-986.94,Rio de Janeiro
MX-2018-153533,12/22/18,12/27/18,First Class,AG-10300,OFF-AP-10001303,17,0,241.88,-1387.44,Mexico City 
MX-2017-117028,3/26/17,3/29/17,Second Class,ME-18010,FUR-FU-10001196,27,0,152.67,-2.83,Mexico City 
CN-2018-129041,11/6/18,11/12/18,First Class,SS-20410,FUR-TA-10004154,10,0.3,1879.44,799.51,New Delhi 
US-2016-170009,1/2/16,1/2/16,Same Day,SC-20095,OFF-AP-10000026,2,0,103.89,101.33,"Huntsville, Texas"
US-2016-127443,1/6/16,1/8/16,Second Class,DN-13690,OFF-SU-10004737,26,0.25,136.31,66.76,"League City, Texas"
US-2015-107853,7/10/15,7/17/15,Standard Class,CD-11980,OFF-PA-10004983,10,0,47.17,12.44,"Arlington Heights, Illinois"
US-2015-172435,4/20/15,4/24/15,Standard Class,KB-16600,TEC-AC-10002842,21,0,2728.91,2075.75,"Huntsville, Texas"
US-2015-137299,9/20/15,9/25/15,Second Class,TB-21520,OFF-ST-10003221,3,0.1,29.47,-20.43,"Utica, New York"
US-2016-111994,1/20/16,1/22/16,Standard Class,JD-15895,OFF-AP-10004868,29,0,213.84,51.28,"Chester, Pennsylvania"
US-2015-170319,2/25/15,3/2/15,Second Class,NP-18700,TEC-AC-10002006,24,0,317.75,186.61,"Columbus, Ohio"
US-2018-178579,1/21/18,1/25/18,Standard Class,TH-21550,TEC-MA-10000984,9,0,11621.49,10666.65,"Gaithersburg, Maryland"
EG-2016-114556,3/21/16,3/23/16,Standard Class,DF-13135,OFF-AP-10004708,28,0,1059.29,971.14,London
DE-2015-152230,10/20/15,10/26/15,Same Day,AC-10615,OFF-BI-10000546,9,0,18.51,-2789.45,Moscow
RU-2017-111838,3/30/17,4/4/17,Standard Class,JL-15130,FUR-FU-10004963,13,0,79.17,40.44,Berlin
GB-2015-155849,2/21/15,2/21/15,Standard Class,CJ-11875,OFF-PA-10000682,23,0,74.58,-12.49,Moscow
US-2015-146882,7/13/15,7/20/15,Standard Class,VG-21790,OFF-PA-10004041,7,0,34.19,-462.76,"Lafayette, Louisiana"
US-2015-138075,9/13/15,9/14/15,Second Class,NH-18610,FUR-FU-10000747,14,0,694.57,-783.73,"Murray, Kentucky"
US-2015-119281,7/26/15,8/1/15,Standard Class,ER-13855,OFF-BI-10001078,4,0.5,6.04,-21.57,"Reno, Nevada"
US-2017-128132,8/19/17,8/19/17,Standard Class,PH-18790,FUR-CH-10001797,24,0,917.98,762.05,"Elmhurst, Illinois"
US-2016-110304,7/12/16,7/19/16,Standard Class,JK-15730,TEC-PH-10000127,9,0,193.94,40.59,"Niagara Falls, New York"
DE-2016-112691,6/22/16,6/22/16,Standard Class,AY-10555,OFF-BI-10000474,19,0,205.89,-129.88,Cairo
GB-2017-169650,8/2/17,8/5/17,Second Class,RH-19510,OFF-SU-10000952,20,0.2,122.76,93.64,London
GB-2015-117723,8/6/15,8/11/15,First Class,EN-13780,OFF-SU-10002537,20,0.2,133.24,-251.30,Berlin
AE-2015-137975,2/12/15,2/19/15,Second Class,JE-15610,TEC-AC-10003499,16,0,158.23,35.91,London
US-2016-135074,9/26/16,10/2/16,First Class,MA-17560,OFF-PA-10001685,2,0,14.48,-50.65,"Olympia, Washington"
US-2018-133141,9/19/18,9/19/18,Second Class,FA-14230,FUR-CH-10002880,9,0,1379.21,1280.87,"Asheville, North Carolina"
US-2016-103205,11/9/16,11/12/16,First Class,PJ-19015,TEC-CO-10001943,30,0,3497.83,3302.57,"Monroe, Louisiana"
BR-2015-167862,11/7/15,11/10/15,Second Class,TS-21655,FUR-CH-10000513,26,0,4305.79,4211.09,Toronto
US-2017-155184,4/15/17,4/21/17,Standard Class,MG-18145,FUR-FU-10001706,12,0,24.98,-496.24,"York, Pennsylvania"
MX-2017-153685,8/28/17,8/30/17,Standard Class,HH-15010,OFF-BI-10001510,20,0,352.97,305.89,Mexico City 
CA-2017-129192,5/5/17,5/9/17,Same Day,SC-20680,TEC-AC-10003441,22,0,420.63,-135.51,Rio de Janeiro
IN-2017-113063,6/29/17,7/1/17,First Class,JO-15145,OFF-AR-10003190,26,0,64.70,-45.88,New Delhi 
US-2018-119542,5/16/18,5/19/18,Same Day,CR-12625,OFF-ST-10001228,3,0.1,37.86,-464.55,"Minneapolis, Minnesota"
US-2017-166000,5/24/17,5/30/17,First Class,SF-20965,OFF-BI-10001097,16,0.7,18.30,-51.22,"Carrollton, Texas"
US-2018-155525,2/8/18,2/8/18,Standard Class,KH-16690,OFF-PA-10002986,19,0,72.60,-134.68,"Omaha, Nebraska"
US-2016-110415,6/19/16,6/23/16,Standard Class,AB-10105,TEC-MA-10001570,28,0,1860.71,1204.35,"Elyria, Ohio"
US-2017-142600,12/11/17,12/15/17,Standard Class,CA-12310,FUR-TA-10002530,20,0,3079.99,1346.09,"Cedar Rapids, Iowa"
US-2018-153102,12/15/18,12/15/18,Standard Class,CR-12625,OFF-ST-10001034,2,0.1,29.08,-14.44,"Minneapolis, Minnesota"
US-2018-108407,5/30/18,6/2/18,Second Class,AG-10525,OFF-AR-10003504,5,0.2,15.80,-21.15,"Perth Amboy, New Jersey"
BR-2017-113208,1/23/17,1/25/17,Second Class,AR-10570,OFF-PA-10001878,7,0,199.60,180.38,Toronto
KR-2016-132226,10/26/16,10/31/16,Standard Class,MS-17530,OFF-AR-10002833,8,0,12.75,-215.64,New Delhi 
JP-2015-106014,10/18/15,10/20/15,Standard Class,EJ-13720,OFF-AP-10004336,22,0,1245.60,-2264.90,New Delhi 
KR-2016-130807,9/30/16,10/7/16,Second Class,NW-18400,OFF-BI-10001524,15,0,229.10,-1805.89,New Delhi 
US-2015-114673,6/24/15,6/28/15,Second Class,MT-18070,OFF-PA-10002195,19,0,69.07,-1830.98,"Carol Stream, Illinois"
US-2017-105912,5/16/17,5/23/17,Standard Class,PB-19150,OFF-AR-10004062,22,0,190.21,-1268.28,"Naperville, Illinois"
US-2015-114675,7/31/15,8/3/15,Standard Class,ZD-21925,OFF-AR-10004078,13,0,63.77,-4116.94,"Rockford, Illinois"
US-2018-106233,8/20/18,8/22/18,Second Class,KH-16360,OFF-PA-10000246,13,0,77.68,-122.42,"Fairfield, Connecticut"
US-2015-173359,9/13/15,9/16/15,Second Class,MR-17545,OFF-PA-10002558,22,0,657.57,527.44,"Belleville, New Jersey"
RU-2015-161818,7/6/15,7/11/15,Second Class,NB-18580,FUR-FU-10001756,8,0,129.78,36.30,London
EG-2017-160286,6/7/17,6/13/17,Standard Class,JP-16135,FUR-FU-10003577,29,0,372.61,-1718.77,Cairo
EG-2017-102806,12/27/17,1/2/18,Second Class,BD-11560,OFF-PA-10000682,20,0,64.85,-203.59,London
US-2015-120294,12/23/15,12/24/15,First Class,DV-13045,OFF-AP-10001564,16,0,3855.25,276.88,"Monroe, Louisiana"
US-2017-179443,2/3/17,2/5/17,First Class,BS-11590,OFF-AR-10000315,5,0,13.82,-3.03,"Bossier City, Louisiana"
US-2015-107661,5/27/15,5/30/15,Standard Class,CM-12115,TEC-AC-10003033,12,0,3183.36,3148.51,"Hot Springs, Arkansas"
US-2016-158598,12/18/16,12/20/16,Second Class,RB-19705,OFF-BI-10003355,3,0.8,2.02,-151.34,"Saint Petersburg, Florida"
US-2018-118862,12/15/18,12/15/18,Standard Class,FA-14230,FUR-FU-10002963,20,0,93.88,-63.32,"Asheville, North Carolina"
US-2016-146430,10/16/16,10/23/16,Second Class,CM-12160,OFF-BI-10004817,15,0.5,60.74,-1798.48,"Des Moines, Washington"
ZA-2017-173662,9/21/17,9/25/17,Second Class,HG-14845,TEC-MA-10003626,14,0,4104.86,4049.08,Capetown
ZA-2016-135711,2/27/16,3/2/16,Second Class,AF-10870,OFF-AP-10004336,28,0,1585.31,1039.78,Capetown
ZA-2018-126736,3/22/18,3/23/18,First Class,DB-12970,OFF-FA-10003112,21,0,109.36,18.70,Capetown
BR-2015-138408,10/11/15,10/14/15,Standard Class,HF-14995,OFF-ST-10003442,2,0.1,48.31,27.56,Rio de Janeiro
MX-2017-115194,6/30/17,7/7/17,Standard Class,RS-19420,OFF-BI-10003719,8,0,129.34,71.52,Toronto
CA-2017-104349,1/20/17,1/20/17,Second Class,CC-12685,OFF-BI-10002949,19,0,85.72,-560.76,Rio de Janeiro
MX-2016-121018,6/10/16,6/14/16,Same Day,TS-21505,TEC-PH-10001128,29,0.65,1205.74,-1176.75,Toronto
JP-2018-118061,9/10/18,9/15/18,Same Day,CD-12790,OFF-PA-10000019,4,0,17.52,-592.21,Seoul
CN-2018-166491,8/10/18,8/17/18,Standard Class,PR-18880,OFF-PA-10001215,10,0,37.75,-78.18,Tokyo
JP-2018-129269,6/24/18,6/24/18,Second Class,KB-16405,TEC-PH-10001949,13,0,1112.41,1069.55,New Delhi 
JP-2017-158523,12/2/17,12/6/17,Second Class,HZ-14950,OFF-BI-10001982,15,0,58.26,-5.18,Seoul
KR-2017-106360,2/20/17,2/20/17,First Class,MF-17665,OFF-PA-10003823,2,0,37.49,33.11,Beijing
US-2017-143416,2/6/17,2/11/17,Same Day,AB-10255,OFF-ST-10001505,27,0.1,168.85,59.96,"Tinley Park, Illinois"
US-2018-133874,7/13/18,7/16/18,Second Class,DL-12865,OFF-BI-10001460,10,0.7,28.91,-70.71,"Elkhart, Indiana"
US-2017-142603,1/1/17,1/2/17,Standard Class,DL-12865,TEC-AC-10002718,13,0,177.34,144.08,"Elkhart, Indiana"
US-2017-121909,8/6/17,8/8/17,Standard Class,JM-15265,FUR-FU-10002759,27,0,448.83,-56.22,"Laredo, Texas"
US-2018-140156,5/11/18,5/13/18,Second Class,ME-17320,OFF-PA-10004734,29,0,137.23,-328.81,"Deer Park, Texas"
US-2016-157841,12/14/16,12/21/16,Second Class,CB-12025,TEC-AC-10004209,29,0,213.85,-186.46,"Dublin, Ohio"
US-2017-163503,11/18/17,11/22/17,Second Class,KB-16315,OFF-AR-10004062,27,0.2,186.75,-9189.24,"Watertown, New York"
US-2017-103161,2/10/17,2/15/17,Second Class,NP-18700,OFF-PA-10002586,14,0,48.04,-1.54,"Columbus, Ohio"
US-2015-148898,11/6/15,11/9/15,Second Class,MO-17500,TEC-PH-10003589,24,0,291.87,226.02,"Dover, Delaware"
US-2016-119834,7/13/16,7/13/16,Second Class,MO-17500,FUR-CH-10002961,23,0.9,234.36,-108.20,"Dover, Delaware"
US-2017-148925,4/24/17,4/24/17,Second Class,LE-16810,FUR-TA-10002041,9,0,1723.34,1711.54,"Cuyahoga Falls, Ohio"
AE-2015-154438,8/1/15,8/4/15,Second Class,TH-21100,TEC-PH-10000213,9,0,241.13,217.00,Berlin
GB-2015-123305,4/18/15,4/25/15,Standard Class,BS-11380,FUR-FU-10004460,9,0,294.20,42.86,London
EG-2018-169878,4/9/18,4/10/18,Standard Class,MM-17260,OFF-AR-10003727,14,0,219.54,184.59,Berlin
AE-2016-167567,7/15/16,7/19/16,Standard Class,RH-19510,FUR-BO-10002916,29,0.1,4699.09,4252.72,London
RU-2015-108968,8/23/15,8/23/15,First Class,BF-10975,TEC-PH-10002352,29,0,7783.26,7493.98,Cairo
DE-2016-147772,8/6/16,8/8/16,First Class,RF-19345,OFF-AR-10001545,19,0,28.49,-12.29,Moscow
AE-2017-157369,6/6/17,6/9/17,Standard Class,DF-13135,OFF-BI-10004233,13,0,129.71,-91.80,London
RU-2016-117998,12/22/16,12/29/16,Standard Class,JP-15460,OFF-PA-10004948,7,0,22.17,-35.40,London
RU-2016-140004,8/29/16,9/2/16,Standard Class,LC-17050,TEC-AC-10000927,29,0,861.01,288.26,Berlin
PH-2017-123493,11/9/17,11/15/17,First Class,EM-14140,FUR-TA-10002607,14,0.35,650.26,-438.30,Sydney
PH-2018-169389,2/7/18,2/14/18,Second Class,DD-13570,FUR-FU-10003247,22,0,558.03,506.79,Manila
US-2016-121569,1/5/16,1/6/16,Second Class,RD-19810,OFF-AR-10004042,1,0,14.04,10.67,"Bossier City, Louisiana"
US-2017-119504,2/8/17,2/8/17,First Class,FP-14320,OFF-AR-10004010,16,0,497.14,166.83,"Burlington, North Carolina"
ZA-2016-128907,12/4/16,12/7/16,Standard Class,HG-14845,OFF-ST-10000532,6,0.1,169.14,-128.00,Capetown
BR-2018-137957,8/19/18,8/25/18,Second Class,HD-14785,TEC-PH-10000486,12,0.65,449.65,434.65,Rio de Janeiro
CN-2016-138806,4/20/16,4/20/16,Standard Class,NL-18310,OFF-EN-10000483,30,0,271.76,180.26,Tokyo
JP-2015-145465,8/15/15,8/22/15,Second Class,LW-17125,OFF-AR-10004027,18,0,37.47,-664.59,Seoul
JP-2017-153201,1/7/17,1/12/17,Same Day,CL-12700,OFF-ST-10000676,18,0.1,1771.26,1655.43,New Delhi 
US-2016-126716,9/16/16,9/16/16,Second Class,MC-17845,OFF-PA-10001838,10,0,41.98,-81.35,"Noblesville, Indiana"
US-2017-133649,9/14/17,9/16/17,Same Day,BN-11470,OFF-PA-10001790,12,0,359.72,334.67,"Dearborn, Michigan"
US-2015-172492,5/7/15,5/7/15,Same Day,KH-16630,OFF-AP-10002670,19,0,1201.31,-9590.56,"San Angelo, Texas"
US-2015-114890,12/10/15,12/11/15,Second Class,DB-13270,OFF-AR-10004707,18,0,34.82,-956.49,"Westland, Michigan"
US-2018-161710,7/12/18,7/12/18,Standard Class,MS-17770,OFF-PA-10000528,16,0,51.11,8.31,"Rochester Hills, Michigan"
US-2017-146183,3/31/17,4/1/17,First Class,RB-19570,TEC-AC-10002402,22,0,1355.03,1268.20,"Lakewood, New Jersey"
US-2015-131180,9/10/15,9/16/15,Same Day,AB-10600,TEC-PH-10001459,28,0,9572.41,9442.86,"Dublin, Ohio"
PH-2016-139738,8/3/16,8/4/16,Second Class,BE-11410,OFF-AR-10002766,19,0,42.41,-1217.19,Sydney
US-2015-108234,2/12/15,2/19/15,Second Class,PO-18865,OFF-AP-10002287,16,0,67.26,-415.79,"Fayetteville, Arkansas"
US-2018-115225,6/25/18,7/2/18,Standard Class,TS-21610,FUR-FU-10004053,6,0,76.14,-4.38,"Sandy Springs, Georgia"
US-2016-112283,4/11/16,4/13/16,Standard Class,PO-19180,OFF-AR-10003405,3,0,16.20,-283.68,"San Gabriel, California"
US-2015-166221,8/5/15,8/10/15,Second Class,FH-14275,OFF-AR-10004691,2,0,34.81,-841.58,"Sacramento, California"
US-2016-166596,4/14/16,4/15/16,Second Class,ZD-21925,OFF-PA-10002005,8,0,35.04,-247.14,"Rockford, Illinois"
US-2017-120890,3/16/17,3/16/17,Second Class,FM-14290,OFF-BI-10001617,17,0.7,30.74,-2144.03,"Bolingbrook, Illinois"
US-2016-119879,7/20/16,7/27/16,Same Day,BN-11515,OFF-AP-10001563,30,0,1241.70,-6261.27,"Holyoke, Massachusetts"
US-2018-158036,9/17/18,9/17/18,Standard Class,GT-14710,OFF-PA-10004041,29,0,141.64,-207.73,"Rockville, Maryland"
BR-2017-116206,12/8/17,12/14/17,Same Day,TS-21430,TEC-PH-10003963,16,0.65,1195.07,1052.46,Toronto
US-2018-163426,12/12/18,12/13/18,First Class,JH-16180,TEC-PH-10003601,10,0,1270.42,1249.48,"Chicago, Illinois"
US-2017-117149,4/16/17,4/20/17,Second Class,SA-20830,FUR-FU-10002045,11,0,178.02,94.70,"Houston, Texas"
US-2018-112642,11/1/18,11/8/18,Standard Class,EB-13870,TEC-PH-10004830,13,0,813.96,696.34,"Fairfield, Connecticut"
US-2017-111072,1/5/17,1/7/17,Second Class,DP-13105,TEC-AC-10002942,13,0,967.86,435.12,"Rockville, Maryland"
PH-2016-142612,1/20/16,1/27/16,Second Class,VT-21700,OFF-AP-10004336,9,0,509.56,484.87,Sydney
PH-2016-134415,8/28/16,9/2/16,Standard Class,KS-16300,OFF-ST-10004337,19,0.1,1151.92,-2827.27,Sydney
US-2015-173802,6/16/15,6/23/15,First Class,JL-15850,TEC-MA-10000822,3,0,3926.98,3379.61,"Henderson, Kentucky"
MX-2015-164434,7/20/15,7/24/15,First Class,PS-18760,OFF-ST-10000464,11,0.1,346.88,286.59,Toronto
CA-2015-176173,6/28/15,7/2/15,Second Class,SV-20785,TEC-MA-10004002,1,0,527.76,413.02,Mexico City 
CA-2015-131796,4/9/15,4/13/15,Same Day,MH-18025,TEC-AC-10003399,12,0,277.45,228.61,Toronto
CN-2017-106651,5/27/17,5/31/17,Second Class,PW-19240,FUR-FU-10002501,30,0,286.68,-6033.90,Tokyo
IN-2018-123869,8/27/18,8/29/18,Standard Class,NL-18310,OFF-BI-10004141,12,0,26.79,-846.62,Tokyo
US-2016-126771,4/24/16,4/26/16,First Class,LH-17020,OFF-PA-10004327,10,0,273.99,-486.86,"Eagan, Minnesota"
US-2016-164877,5/3/16,5/3/16,Standard Class,RP-19390,FUR-FU-10000820,21,0,380.34,-215.91,"Allentown, Pennsylvania"
US-2017-166240,5/14/17,5/15/17,Second Class,CC-12100,TEC-AC-10001314,27,0,1365.93,1071.37,"Reading, Pennsylvania"
US-2018-170858,4/11/18,4/11/18,Second Class,NC-18340,FUR-FU-10001468,28,0,5170.44,-8112.09,"Springfield, Virginia"
US-2017-119917,8/10/17,8/16/17,Second Class,CJ-12010,TEC-PH-10002807,10,0,237.30,27.60,"Boise, Idaho"
US-2017-118365,4/21/17,4/24/17,Second Class,EB-13750,TEC-PH-10001949,16,0,1369.12,-2361.42,"Arvada, Colorado"
US-2016-169003,1/8/16,1/12/16,Standard Class,GZ-14470,OFF-AP-10002892,25,0,522.80,322.73,"Gresham, Oregon"
ZA-2016-102034,7/20/16,7/22/16,Second Class,TB-21250,TEC-AC-10001266,17,0,170.17,-65.81,Capetown
MX-2017-139874,10/21/17,10/26/17,Second Class,DH-13675,OFF-AR-10001915,19,0,142.26,93.42,Rio de Janeiro
US-2015-165115,1/8/15,1/11/15,First Class,TB-21400,FUR-BO-10003441,4,0.1,391.88,333.05,"Grove City, Ohio"
BR-2015-139534,11/7/15,11/7/15,Second Class,DB-13555,OFF-BI-10004995,3,0,2645.76,2609.13,Rio de Janeiro
CA-2018-143518,5/17/18,5/24/18,Second Class,JB-16000,OFF-AR-10001972,2,0,2.98,-187.90,Mexico City 
CN-2015-149195,7/13/15,7/14/15,Standard Class,VS-21820,OFF-ST-10004507,22,0.1,322.25,211.60,Beijing
US-2018-154226,3/16/18,3/17/18,Second Class,TB-21595,OFF-AR-10003896,18,0,75.78,54.98,"Garden City, Kansas"
US-2018-120104,6/26/18,6/26/18,Standard Class,KL-16555,TEC-AC-10000303,10,0,321.52,242.92,"New York City, New York"
US-2016-156332,3/10/16,3/11/16,Standard Class,JK-15730,OFF-ST-10003123,6,0.1,163.95,158.53,"Niagara Falls, New York"
US-2018-135687,6/2/18,6/9/18,Second Class,JS-15880,OFF-ST-10004963,10,0.1,143.89,-2126.04,"Bangor, Maine"
GB-2017-107821,6/25/17,6/27/17,First Class,MC-17590,TEC-AC-10004864,14,0,407.89,-971.61,Moscow
DE-2017-154218,8/17/17,8/17/17,Second Class,SC-20575,OFF-BI-10003982,17,0,243.28,-333.18,Cairo
GB-2017-103866,4/19/17,4/21/17,First Class,AH-10690,TEC-AC-10000303,6,0,192.91,-820.03,London
US-2017-169229,9/30/17,10/4/17,Second Class,DK-13225,OFF-AR-10003056,1,0,3.95,-72.73,"Charlottesville, Virginia"
US-2017-175338,8/16/17,8/16/17,Second Class,YC-21895,OFF-AR-10001473,7,0,18.44,-13.67,"Boynton Beach, Florida"
US-2017-123281,7/10/17,7/11/17,Standard Class,HR-14770,FUR-TA-10003008,2,0,412.93,406.63,"Richmond, Kentucky"
US-2015-149653,12/30/15,12/31/15,Second Class,PC-19000,OFF-PA-10004475,30,0,1093.15,1076.52,"Fayetteville, Arkansas"
US-2017-130493,2/18/17,2/23/17,Standard Class,SC-20725,OFF-AP-10001947,15,0,253.64,-541.28,"Tamarac, Florida"
US-2017-142918,11/11/17,11/18/17,Second Class,NM-18445,OFF-AP-10002222,21,0,172.78,102.02,"Greeley, Colorado"
ZA-2016-129934,8/9/16,8/13/16,Standard Class,JK-15325,TEC-PH-10000215,29,0,887.87,551.64,Capetown
ZA-2017-174058,6/2/17,6/3/17,First Class,AF-10870,OFF-PA-10001736,12,0.4,148.76,122.00,Capetown
ZA-2016-122737,11/3/16,11/3/16,Standard Class,BE-11455,OFF-LA-10002195,20,0.2,30.75,-3891.29,Capetown
CA-2018-132654,4/7/18,4/10/18,Standard Class,KF-16285,TEC-AC-10003832,16,0,4338.19,4306.90,Toronto
MX-2017-149939,1/7/17,1/8/17,Second Class,AG-10300,OFF-PA-10002586,20,0,68.62,-386.10,Mexico City 
BR-2017-169881,2/21/17,2/22/17,Standard Class,PB-18805,OFF-ST-10000604,20,0.1,656.96,-1207.69,Mexico City 
BR-2016-160833,7/28/16,7/28/16,Standard Class,JF-15565,TEC-AC-10002345,18,0,274.05,-312.16,Rio de Janeiro
BR-2017-104385,1/6/17,1/12/17,Second Class,DB-13555,TEC-PH-10004833,30,0.65,175.67,-4019.72,Rio de Janeiro
CA-2018-120543,10/30/18,11/3/18,Second Class,HH-15010,TEC-CO-10004202,13,0,3041.90,3012.91,Mexico City 
