order_id,return_date,return_quantity,reason_returned
ZA-2017-140171,8/26/17,3,Not Needed
ZA-2017-109218,4/24/17,6,Wrong Color
US-2015-162683,6/6/15,11,Not Given 
US-2015-136419,4/11/15,14,Wrong Color
EG-2015-164838,5/1/15,1,Wrong Color
JP-2015-101818,12/3/15,9,Wrong Color
US-2016-172486,2/23/17,6,Wrong Color
US-2018-106592,6/8/18,8,Not Given 
US-2017-159738,8/24/17,11,Not Needed
AU-2015-106186,7/23/15,3,Not Given 
EG-2015-167967,8/10/15,4,Wrong Color
US-2017-157602,5/19/17,5,Wrong Item
ZA-2016-154301,3/30/16,4,Wrong Item
US-2015-115969,11/27/15,7,Wrong Color
US-2018-174336,10/11/18,3,Wrong Item
DE-2017-139063,1/23/18,3,Wrong Color
US-2018-179829,4/8/18,4,Not Needed
US-2016-155948,3/18/16,0,Wrong Color
US-2015-124698,12/28/15,5,Not Needed
IN-2017-130597,2/14/18,4,Not Needed
US-2018-172554,11/28/18,0,Wrong Item
RU-2018-179145,6/12/18,4,Wrong Color
BR-2017-152498,4/26/17,0,Wrong Item
US-2017-162436,7/22/17,7,Wrong Item
EG-2018-123335,2/21/19,9,Wrong Color
BR-2016-176386,11/19/16,5,Wrong Color
US-2017-121511,1/6/18,0,Not Given 
CN-2015-109166,10/22/15,4,Not Given 
PH-2018-166834,11/4/18,13,Wrong Color
US-2015-164235,12/26/15,1,Not Needed
US-2017-153212,10/19/17,0,Wrong Color
BR-2016-169492,8/14/16,7,Wrong Color
MX-2017-129581,2/27/17,0,Wrong Item
US-2018-115150,4/10/18,0,Wrong Color
US-2015-149668,8/24/15,3,Not Needed
US-2016-114626,9/28/16,9,Not Needed
BR-2018-173479,1/13/18,5,Not Needed
BR-2017-124162,12/29/17,8,Not Needed
IN-2016-179966,11/5/16,6,Wrong Item
US-2017-156385,2/22/18,1,Wrong Item
BR-2015-111514,10/21/15,10,Not Needed
CA-2016-148457,5/2/16,2,Wrong Item
US-2015-133493,1/29/16,0,Wrong Color
US-2017-123281,7/15/17,1,Wrong Item
BR-2017-140450,5/13/17,3,Wrong Color
US-2016-104297,11/1/16,17,Not Needed
KR-2015-107892,3/11/16,4,Wrong Color
US-2016-175610,1/26/17,21,Wrong Item
US-2017-168821,4/21/17,10,Wrong Color
US-2015-153080,9/21/15,1,Wrong Item
US-2017-146449,1/4/18,12,Not Given 
CA-2015-110521,1/8/16,2,Wrong Item
US-2017-160126,3/14/18,17,Wrong Color
US-2018-166063,2/16/19,21,Not Given 
US-2016-119471,3/4/16,0,Not Needed
GB-2018-164888,4/18/18,9,Not Given 
US-2016-133366,11/14/16,4,Not Needed
US-2015-144366,8/30/15,1,Not Given 
US-2016-142157,11/25/16,3,Not Needed
AE-2018-154954,8/15/18,4,Wrong Item
US-2018-159342,5/31/18,9,Wrong Item
US-2018-146432,11/17/18,9,Not Given 
US-2017-123578,9/23/17,17,Wrong Color
IN-2017-106447,12/27/17,4,Not Needed
IN-2017-131663,2/25/17,0,Not Needed
US-2017-158010,1/22/18,20,Not Needed
RU-2015-114825,11/12/15,3,Not Needed
US-2016-179657,3/5/17,14,Not Given 
US-2015-151410,1/20/15,3,Wrong Item
RU-2018-141550,3/27/18,4,Not Needed
MX-2015-107142,6/11/15,2,Wrong Item
IN-2018-147694,10/24/18,15,Not Needed
DE-2018-100261,12/2/18,2,Wrong Item
US-2018-136769,1/22/19,7,Wrong Item
EG-2018-157036,12/20/18,1,Wrong Color
AE-2016-170174,7/25/16,15,Wrong Item
US-2017-126472,12/10/17,4,Not Given 
EG-2018-132852,4/15/18,21,Not Given 
US-2018-134418,12/4/18,2,Wrong Color
BR-2016-172745,12/27/16,7,Wrong Color
US-2015-117626,6/22/15,7,Not Given 
US-2015-111871,12/5/15,5,Not Given 
DE-2016-152651,12/8/16,25,Not Given 
US-2018-106837,4/29/18,7,Not Given 
AU-2015-134631,9/27/15,2,Wrong Color
US-2017-125974,12/6/17,1,Wrong Color
US-2016-109596,5/19/16,1,Wrong Color
GB-2017-105022,1/15/18,2,Not Given 
US-2016-130174,12/31/16,21,Wrong Color
US-2015-116253,9/8/15,15,Wrong Item
IN-2015-110474,11/13/15,2,Wrong Color
US-2015-157589,7/12/15,0,Wrong Item
US-2016-147353,11/7/16,5,Wrong Color
CN-2015-107117,6/16/15,9,Not Given 
RU-2018-133295,3/8/19,1,Wrong Color
US-2017-110698,8/8/17,8,Not Needed
US-2016-130359,8/11/16,3,Wrong Color
DE-2016-108773,7/18/16,0,Wrong Color
US-2018-172055,5/20/18,21,Not Needed
US-2017-154215,10/11/17,10,Wrong Color
DE-2016-101529,4/12/16,2,Not Needed
US-2016-118526,10/28/16,6,Not Needed
RU-2015-103706,6/24/15,10,Not Needed
IN-2016-149081,4/22/16,7,Wrong Color
US-2018-178625,9/28/18,1,Wrong Color
US-2015-165983,9/14/15,8,Not Needed
RU-2015-107708,10/25/15,2,Wrong Color
CA-2015-171409,5/14/15,4,Not Given 
US-2018-119284,1/7/19,2,Not Needed
US-2016-114370,12/18/16,7,Not Given 
US-2017-172207,6/21/17,7,Wrong Item
US-2016-165278,6/1/16,7,Wrong Item
US-2017-164972,9/2/17,24,Wrong Color
US-2017-111333,7/29/17,9,Not Given 
US-2016-145949,6/4/16,10,Not Needed
US-2015-125933,5/20/15,10,Not Needed
AU-2016-124772,4/23/16,14,Not Needed
US-2017-171360,9/14/17,2,Wrong Item
AU-2018-122967,3/4/18,13,Not Needed
US-2017-166000,7/11/17,2,Not Given 
ZA-2016-103089,5/23/16,14,Not Needed
US-2015-165998,4/29/15,6,Wrong Item
MX-2018-108098,1/14/19,1,Wrong Item
US-2016-138158,10/19/16,7,Not Needed
MX-2016-113582,6/12/16,17,Not Given 
AE-2017-157171,4/20/17,2,Wrong Item
US-2015-105567,6/19/15,17,Wrong Color
US-2017-143882,8/18/17,15,Wrong Color
US-2016-127115,10/28/16,0,Wrong Color
US-2018-137218,8/3/18,16,Wrong Color
GB-2018-167356,2/21/18,1,Wrong Color
AU-2015-145233,10/28/15,6,Not Given 
US-2016-166090,6/30/16,15,Not Given 
DE-2018-142029,1/10/19,0,Wrong Item
US-2018-105996,1/7/19,0,Wrong Color
US-2016-151588,5/9/16,14,Wrong Color
PH-2015-100119,8/31/15,22,Not Needed
US-2018-168899,1/17/19,3,Wrong Color
GB-2018-115496,8/21/18,20,Wrong Color
US-2016-178436,9/3/16,8,Wrong Color
US-2018-114273,6/7/18,15,Wrong Item
US-2016-107619,7/18/16,20,Wrong Item
US-2015-100636,11/21/15,5,Not Given 
CA-2017-142905,7/11/17,6,Not Given 
US-2018-110068,9/5/18,1,Not Needed
ZA-2018-107728,10/16/18,13,Wrong Item
IN-2018-131650,9/27/18,1,Wrong Color
BR-2016-172908,7/16/16,0,Not Given 
US-2015-170950,12/7/15,9,Not Needed
US-2018-107819,6/12/18,10,Wrong Item
US-2015-172812,3/30/15,2,Not Given 
US-2015-106537,3/11/15,25,Wrong Item
US-2017-170385,10/3/17,12,Not Needed
US-2018-144839,3/8/19,4,Wrong Item
US-2017-115644,11/5/17,0,Wrong Color
US-2015-146332,11/14/15,8,Not Needed
US-2015-164606,8/27/15,15,Wrong Color
CN-2017-113168,4/21/17,15,Wrong Color
US-2018-116451,12/20/18,8,Not Needed
EG-2017-129641,5/7/17,6,Not Given 
US-2016-159180,10/11/16,5,Wrong Item
US-2016-112958,1/3/17,11,Wrong Item
KR-2015-107862,6/18/15,13,Not Given 
EG-2017-104572,12/6/17,0,Wrong Item
US-2016-128472,8/21/16,2,Wrong Color
IN-2017-158202,8/6/17,2,Not Needed
US-2017-173317,3/16/17,16,Not Needed
US-2015-155972,8/25/15,1,Not Needed
US-2018-105824,9/11/18,6,Wrong Item
US-2017-170625,7/21/17,29,Not Needed
US-2017-166736,11/27/17,2,Not Given 
US-2016-137372,9/11/16,6,Wrong Color
US-2015-106725,1/28/16,11,Not Given 
CN-2016-154117,5/9/16,17,Not Needed
US-2015-119905,12/29/15,10,Wrong Item
AE-2017-162770,9/9/17,19,Wrong Item
US-2017-103359,3/23/17,0,Not Needed
DE-2015-123478,12/24/15,8,Not Needed
US-2017-122768,4/25/17,5,Wrong Item
ZA-2016-148594,9/27/16,1,Wrong Item
US-2015-137416,9/20/15,0,Not Given 
AE-2017-147071,4/5/17,1,Wrong Item
GB-2015-137560,12/9/15,0,Wrong Item
JP-2016-151087,1/12/16,0,Not Given 
KR-2015-130271,1/20/16,15,Not Given 
US-2018-102846,8/14/18,10,Wrong Color
US-2016-120768,1/31/17,15,Wrong Color
US-2017-120518,2/1/18,4,Wrong Color
US-2016-174095,8/15/16,6,Not Given 
RU-2016-172582,5/13/16,2,Not Given 
RU-2017-173208,9/27/17,5,Wrong Item
US-2015-134895,11/10/15,1,Not Given 
US-2018-144901,5/25/18,0,Not Given 
US-2018-176275,10/14/18,10,Wrong Color
US-2016-124355,6/29/16,10,Not Given 
US-2015-127217,8/6/15,21,Not Needed
CA-2017-170881,3/19/17,10,Not Given 
EG-2015-136112,4/18/15,7,Not Needed
CA-2018-143570,4/8/18,5,Wrong Color
US-2016-157821,7/17/16,0,Not Given 
US-2018-164407,3/29/18,12,Not Given 
RU-2018-140098,12/23/18,7,Wrong Color
KR-2015-104747,7/11/15,2,Wrong Item
US-2015-146365,9/28/15,3,Wrong Item
US-2017-126019,12/29/17,3,Not Given 
US-2018-157859,6/11/18,0,Wrong Item
US-2018-115834,1/10/19,21,Wrong Color
US-2016-139800,6/21/16,1,Not Needed
GB-2015-160525,7/9/15,2,Not Needed
RU-2018-143575,4/29/18,4,Not Given 
US-2015-171869,4/27/15,16,Not Needed
PH-2018-119593,6/4/18,12,Wrong Item
US-2016-113153,5/30/16,12,Wrong Item
US-2016-137736,10/27/16,14,Not Given 
MX-2017-126732,5/14/17,0,Not Given 
ZA-2016-122815,9/8/16,2,Wrong Item
PH-2015-102094,11/24/15,15,Not Given 
BR-2017-124597,10/29/17,5,Wrong Item
US-2017-161134,12/5/17,19,Wrong Item
CN-2018-115240,11/3/18,6,Wrong Item
IN-2017-101809,4/14/17,1,Wrong Item
IN-2016-150164,4/26/16,4,Not Needed
US-2015-177046,2/27/16,12,Not Given 
RU-2016-173865,8/22/16,0,Wrong Item
US-2015-149852,8/31/15,6,Wrong Item
GB-2016-133181,11/26/16,6,Wrong Color
RU-2016-135934,2/29/16,4,Wrong Item
US-2018-151244,3/13/19,6,Not Given 
US-2015-110860,2/12/16,2,Not Given 
US-2015-116745,5/9/15,7,Wrong Item
US-2015-149206,2/1/16,11,Wrong Color
AE-2018-117511,5/22/18,7,Wrong Color
PH-2016-140581,12/6/16,15,Wrong Item
AE-2016-167984,4/25/16,20,Not Given 
US-2017-126907,6/11/17,16,Not Needed
US-2016-159012,4/19/16,3,Wrong Item
US-2016-169671,8/10/16,8,Not Needed
BR-2015-162677,9/12/15,5,Wrong Color
ZA-2018-129005,12/19/18,17,Not Needed
US-2018-116935,10/6/18,19,Not Given 
PH-2016-112535,8/24/16,6,Not Needed
US-2015-123382,9/27/15,1,Wrong Item
DE-2018-159266,11/15/18,0,Wrong Color
US-2018-138313,6/3/18,16,Wrong Item
US-2017-114088,1/18/18,14,Not Given 
PH-2018-175686,6/21/18,14,Wrong Item
US-2018-102193,6/1/18,3,Wrong Color
US-2017-151589,4/24/17,23,Not Needed
US-2017-161286,2/23/17,6,Not Needed
EG-2016-161257,8/3/16,26,Wrong Color
KR-2018-131421,3/31/18,10,Wrong Item
US-2016-104749,1/29/17,3,Not Needed
PH-2018-145294,1/16/19,7,Wrong Item
US-2017-156937,8/31/17,10,Wrong Item
US-2017-104892,10/27/17,1,Not Needed
US-2017-114837,2/7/17,1,Wrong Item
US-2017-167711,9/12/17,2,Wrong Color
US-2016-147842,1/25/17,3,Wrong Color
ZA-2017-166305,8/27/17,9,Wrong Item
EG-2018-117636,12/1/18,8,Not Given 
EG-2017-145653,1/28/17,8,Not Given 
US-2017-102220,9/7/17,11,Wrong Item
KR-2017-177044,5/27/17,0,Not Given 
US-2017-107198,1/28/18,6,Wrong Item
US-2017-171544,8/26/17,25,Not Given 
US-2018-101631,4/15/18,2,Not Given 
US-2017-177823,11/20/17,8,Not Given 
US-2015-122204,8/17/15,25,Not Needed
BR-2018-168755,7/5/18,19,Not Needed
US-2017-146090,7/21/17,12,Wrong Color
US-2017-133756,3/5/17,1,Wrong Color
US-2018-163833,4/25/18,2,Not Needed
US-2015-137338,6/26/15,26,Not Needed
US-2015-126008,8/21/15,3,Wrong Item
US-2018-108790,12/4/18,11,Wrong Item
DE-2017-118915,11/6/17,10,Not Needed
US-2017-148247,4/6/17,0,Not Given 
US-2017-159294,3/19/18,20,Not Needed
US-2016-131016,11/16/16,20,Not Given 
RU-2017-101391,5/2/17,0,Not Given 
US-2017-107886,1/26/18,2,Wrong Item
BR-2017-137612,5/4/17,1,Not Given 
US-2018-109105,10/26/18,18,Not Needed
US-2016-134672,8/28/16,5,Not Needed
GB-2016-168260,7/5/16,10,Not Given 
US-2017-139924,3/21/17,1,Wrong Item
IN-2018-142422,5/26/18,6,Not Needed
US-2016-124775,12/20/16,1,Wrong Item
BR-2018-109164,1/6/19,2,Wrong Color
EG-2018-114094,5/8/18,12,Wrong Color
JP-2016-140836,10/7/16,12,Not Needed
US-2017-119928,3/28/17,0,Wrong Color
GB-2017-100604,8/13/17,5,Wrong Color
US-2018-106778,12/22/18,0,Wrong Color
US-2018-156259,10/26/18,0,Wrong Item
US-2016-151569,6/20/16,20,Not Given 
US-2018-109922,10/1/18,14,Not Needed
US-2016-116801,4/18/16,0,Not Given 
US-2015-176160,6/8/15,0,Wrong Item
GB-2015-157206,12/10/15,15,Wrong Color
US-2018-108487,9/3/18,7,Wrong Item
US-2015-122284,3/30/15,1,Wrong Item
AU-2018-143738,8/30/18,20,Not Needed
KR-2018-132925,12/24/18,2,Wrong Color
ZA-2018-160102,7/19/18,5,Not Needed
DE-2016-164092,3/16/16,6,Not Needed
US-2015-164863,10/17/15,15,Not Needed
US-2017-158157,1/1/18,7,Not Needed
ZA-2015-161230,2/7/15,22,Not Needed
GB-2017-177234,12/1/17,8,Not Given 
US-2018-154741,12/19/18,22,Wrong Color
US-2018-148578,5/3/18,12,Not Given 
US-2016-106134,3/17/16,2,Wrong Color
US-2015-170267,7/2/15,5,Not Given 
AE-2016-125482,2/5/17,1,Wrong Item
US-2015-107848,9/30/15,4,Not Given 
US-2016-150843,6/30/16,4,Not Needed
US-2016-107328,2/16/16,13,Wrong Color
GB-2017-163094,11/25/17,10,Wrong Item
AU-2016-100008,9/24/16,0,Wrong Item
US-2015-118145,12/24/15,11,Not Given 
US-2017-155353,1/21/18,14,Not Given 
EG-2018-103627,12/27/18,0,Not Given 
US-2018-102955,7/15/18,4,Wrong Color
US-2017-153113,12/22/17,16,Wrong Item
US-2015-123992,4/26/15,7,Wrong Color
KR-2017-152517,8/13/17,16,Not Needed
US-2017-157777,8/26/17,5,Not Needed
CN-2015-144208,4/11/15,19,Wrong Color
US-2018-133001,2/15/18,5,Wrong Item
PH-2015-103144,11/2/15,8,Wrong Color
US-2015-102176,8/19/15,6,Not Given 
US-2016-122694,4/22/16,10,Wrong Item
US-2015-151835,3/8/15,3,Wrong Color
AU-2015-151148,12/23/15,1,Not Given 
PH-2016-119354,11/29/16,2,Not Given 
PH-2018-134738,2/21/19,10,Not Given 
IN-2017-176208,11/25/17,1,Not Needed
CN-2017-136982,11/10/17,9,Wrong Item
EG-2016-139884,3/14/17,1,Wrong Item
US-2015-174843,9/25/15,8,Wrong Item
MX-2015-123096,7/30/15,8,Wrong Color
US-2018-107554,6/17/18,8,Wrong Color
US-2015-155278,12/25/15,0,Wrong Item
PH-2016-115528,5/10/16,14,Not Given 
IN-2018-115444,2/26/19,23,Not Needed
ZA-2018-138687,11/17/18,16,Wrong Color
US-2016-150419,1/6/17,18,Not Needed
CN-2017-176547,6/23/17,2,Not Needed
US-2015-162099,2/3/15,8,Wrong Item
US-2016-121368,9/6/16,0,Not Given 
MX-2015-177852,11/7/15,11,Wrong Item
US-2018-160664,12/9/18,2,Wrong Color
BR-2018-169132,10/19/18,24,Not Needed
US-2015-179138,7/25/15,20,Wrong Item
US-2018-137210,3/9/18,12,Not Needed
US-2016-136497,6/29/16,4,Not Given 
PH-2018-167186,4/1/18,10,Wrong Item
US-2015-172856,1/28/15,0,Not Needed
US-2018-148066,12/25/18,0,Wrong Item
US-2016-155916,8/26/16,20,Not Given 
US-2017-126307,11/15/17,14,Not Needed
US-2016-163039,7/7/16,0,Not Needed
AU-2015-160137,8/20/15,14,Not Given 
US-2015-118534,10/30/15,11,Not Given 
US-2015-141309,5/12/15,10,Wrong Color
IN-2018-116153,5/15/18,15,Wrong Item
US-2018-153042,2/13/18,5,Wrong Color
US-2017-160665,6/5/17,8,Wrong Color
CA-2018-171850,1/13/19,19,Wrong Color
US-2018-100740,1/12/19,4,Not Needed
US-2016-120093,6/9/16,1,Wrong Color
US-2017-115022,10/15/17,11,Not Needed
US-2016-169774,11/16/16,1,Not Needed
US-2015-123509,2/22/15,0,Wrong Item
US-2017-150477,11/5/17,3,Wrong Item
US-2015-156618,7/29/15,0,Not Given 
ZA-2018-112029,4/28/18,15,Not Needed
MX-2017-144809,8/21/17,7,Not Needed
AU-2017-140508,7/8/17,10,Not Given 
US-2015-112104,9/12/15,0,Wrong Item
AU-2016-117614,12/9/16,3,Wrong Item
JP-2017-132821,1/29/18,1,Wrong Item
ZA-2015-163642,11/23/15,2,Wrong Color
US-2017-127983,7/23/17,1,Wrong Item
US-2018-122862,2/14/18,4,Not Given 
US-2016-127939,5/17/16,0,Wrong Color
US-2017-125360,10/30/17,24,Not Needed
GB-2015-118161,3/4/15,21,Not Given 
ZA-2018-122394,10/1/18,4,Not Needed
US-2015-164039,1/21/16,4,Not Needed
EG-2015-136142,10/6/15,5,Not Needed
US-2017-100411,3/4/17,14,Not Needed
RU-2015-176414,8/3/15,0,Wrong Item
GB-2017-151134,4/2/17,16,Wrong Color
AU-2018-177097,10/16/18,9,Wrong Item
PH-2015-115681,5/18/15,0,Not Needed
AU-2018-107958,3/17/18,1,Wrong Color
CN-2015-170633,1/10/16,18,Not Needed
US-2015-126204,11/27/15,2,Wrong Color
JP-2016-116201,10/30/16,0,Not Given 
AE-2018-111415,12/11/18,1,Wrong Color
US-2016-127033,1/30/17,2,Wrong Color
US-2015-166091,2/14/15,0,Wrong Color
ZA-2016-121241,12/5/16,3,Wrong Color
US-2016-179619,6/11/16,10,Not Given 
GB-2015-122779,6/20/15,1,Wrong Item
DE-2017-179346,2/25/18,7,Not Given 
US-2018-118519,3/25/18,2,Not Given 
US-2017-176171,12/1/17,12,Not Needed
US-2015-111973,8/27/15,5,Not Needed
GB-2018-148798,2/11/19,11,Wrong Item
IN-2017-162916,4/14/17,1,Not Needed
JP-2015-160628,7/18/15,2,Not Given 
US-2017-163771,7/14/17,12,Not Needed
US-2018-172787,4/23/18,0,Wrong Color
US-2017-122697,2/9/17,1,Not Given 
ZA-2015-175659,10/14/15,0,Wrong Color
ZA-2017-104145,2/15/18,10,Wrong Color
AE-2018-134043,1/27/19,3,Not Given 
US-2015-158414,11/10/15,0,Wrong Item
KR-2015-123739,9/12/15,0,Wrong Color
IN-2015-105963,5/31/15,11,Not Given 
US-2015-154422,9/15/15,4,Not Needed
US-2018-131063,3/30/18,8,Wrong Color
US-2018-174630,12/28/18,0,Not Needed
US-2017-158730,11/3/17,8,Wrong Color
US-2017-112411,2/3/18,6,Wrong Item
DE-2015-126129,1/9/16,1,Wrong Item
US-2016-167790,11/8/16,4,Wrong Item
BR-2015-171282,2/4/16,25,Not Given 
MX-2017-132103,9/30/17,11,Not Given 
GB-2015-152883,6/9/15,0,Wrong Color
US-2017-104337,1/17/17,21,Not Given 
US-2017-173557,7/22/17,1,Not Needed
US-2016-121182,4/19/16,8,Not Given 
BR-2016-135734,10/30/16,3,Wrong Color
US-2017-117015,2/20/17,3,Wrong Color
DE-2018-170707,11/26/18,2,Not Given 
US-2015-159363,5/21/15,13,Wrong Color
US-2015-126343,8/27/15,1,Not Needed
GB-2015-167825,12/16/15,15,Not Needed
ZA-2016-144797,8/10/16,2,Not Given 
US-2016-166301,12/4/16,2,Not Needed
GB-2017-122932,12/26/17,23,Not Given 
US-2016-112045,9/9/16,22,Not Needed
US-2017-116539,8/18/17,0,Not Needed
US-2018-136853,7/20/18,3,Wrong Item
ZA-2015-129266,5/16/15,8,Wrong Item
US-2018-130816,4/21/18,3,Wrong Color
EG-2015-148081,3/20/15,23,Not Needed
US-2018-122222,1/13/19,10,Not Needed
EG-2016-109120,7/14/16,15,Not Given 
US-2016-140256,7/30/16,11,Wrong Color
US-2017-108007,10/23/17,3,Not Given 
AE-2018-124466,5/30/18,5,Not Needed
US-2016-106107,4/9/16,4,Wrong Color
US-2015-107736,3/22/15,6,Wrong Item
KR-2016-109199,11/19/16,6,Wrong Item
JP-2018-144599,7/16/18,22,Not Needed
KR-2015-168755,8/10/15,0,Not Needed
US-2016-106358,11/5/16,11,Not Given 
US-2017-150940,11/14/17,1,Wrong Color
US-2016-146602,1/9/17,12,Not Given 
DE-2016-143796,3/14/16,3,Wrong Item
RU-2017-168024,9/7/17,9,Wrong Item
GB-2018-164293,6/18/18,6,Wrong Item
US-2018-116015,10/21/18,7,Wrong Item
US-2018-107184,10/28/18,15,Not Needed
US-2015-137549,10/9/15,0,Not Given 
US-2015-132668,5/30/15,0,Not Needed
AE-2016-131173,12/13/16,4,Wrong Item
US-2015-102709,2/21/16,0,Wrong Item
US-2018-145275,11/26/18,0,Wrong Color
US-2016-155172,5/30/16,12,Wrong Color
DE-2015-136027,3/29/15,4,Wrong Color
US-2018-156901,5/26/18,3,Not Needed
MX-2017-108568,4/4/17,8,Wrong Item
US-2018-144821,11/27/18,4,Not Needed
US-2018-106250,3/14/18,6,Wrong Item
US-2016-171432,10/3/16,2,Wrong Item
US-2015-119933,7/6/15,8,Wrong Item
AU-2018-179020,4/21/18,20,Wrong Color
US-2015-163421,2/25/15,2,Not Given 
US-2018-126782,1/13/19,13,Not Needed
US-2015-154986,2/14/16,22,Wrong Color
US-2015-119481,11/22/15,2,Not Needed
CN-2016-159211,7/10/16,0,Not Needed
US-2015-135561,7/12/15,3,Wrong Color
US-2015-177910,3/30/15,0,Not Needed
US-2017-150847,7/2/17,11,Wrong Color
US-2017-158000,9/11/17,6,Not Given 
US-2015-162384,12/7/15,6,Wrong Item
US-2017-130037,5/8/17,14,Not Needed
JP-2016-100072,10/19/16,14,Wrong Item
US-2016-136823,4/19/16,0,Not Needed
DE-2017-148496,3/17/17,10,Wrong Item
CA-2018-152008,6/16/18,1,Not Given 
IN-2017-158258,4/8/17,13,Wrong Item
US-2015-125012,7/28/15,3,Not Given 
ZA-2017-151546,2/19/17,3,Wrong Item
US-2015-140712,11/15/15,2,Not Needed
BR-2018-128805,1/14/18,10,Not Needed
US-2015-160539,4/23/15,1,Wrong Item
EG-2015-107478,5/14/15,2,Not Given 
US-2016-131882,2/20/16,0,Wrong Item
BR-2016-166790,4/27/16,12,Not Given 
AU-2015-137441,3/18/16,19,Wrong Item
US-2018-122866,3/6/19,10,Not Needed
PH-2016-174967,7/19/16,15,Wrong Item
US-2015-108632,4/15/15,10,Not Given 
US-2017-133976,5/20/17,11,Wrong Item
US-2018-131129,6/29/18,1,Wrong Item
JP-2017-178756,9/12/17,5,Wrong Item
US-2018-167027,10/18/18,2,Wrong Item
US-2018-109927,1/20/19,3,Not Needed
US-2017-140894,7/2/17,3,Not Given 
PH-2015-168284,8/5/15,0,Wrong Color
US-2016-164370,5/27/16,4,Wrong Item
US-2016-139578,8/19/16,3,Wrong Item
AE-2018-130452,1/7/19,1,Wrong Item
CA-2018-163523,11/3/18,11,Not Needed
AE-2018-101663,4/2/18,16,Wrong Color
CN-2018-109411,11/23/18,6,Wrong Item
US-2018-145242,11/5/18,6,Wrong Item
US-2017-168594,2/14/17,5,Not Given 
US-2018-177065,2/16/19,18,Not Given 
US-2018-105724,12/30/18,11,Not Given 
US-2017-147490,3/25/17,4,Wrong Color
RU-2015-147390,10/25/15,8,Not Given 
US-2017-178793,4/26/17,1,Wrong Color
US-2016-115522,6/9/16,5,Not Given 
US-2018-167010,5/4/18,1,Wrong Color
US-2015-136873,3/5/15,1,Not Given 
US-2017-119205,11/27/17,2,Not Needed
GB-2016-172389,3/1/17,2,Wrong Color
US-2017-146078,11/24/17,7,Not Needed
BR-2017-149300,4/9/17,12,Not Given 
BR-2015-126713,11/12/15,25,Wrong Color
EG-2018-114850,6/9/18,9,Wrong Item
US-2016-114193,6/1/16,9,Wrong Color
US-2017-174336,6/18/17,4,Wrong Item
US-2017-117017,5/14/17,2,Wrong Item
US-2018-156523,8/22/18,0,Wrong Color
AE-2015-154791,10/4/15,23,Not Given 
US-2015-147540,10/11/15,0,Not Needed
DE-2015-104204,10/5/15,7,Wrong Color
US-2015-156550,9/11/15,21,Wrong Item
RU-2015-120719,5/16/15,8,Wrong Item
US-2016-131017,6/4/16,1,Wrong Color
US-2018-142978,2/21/19,18,Not Needed
US-2016-104979,9/27/16,11,Not Given 
JP-2015-115584,11/27/15,0,Wrong Item
US-2016-149737,2/8/17,11,Not Given 
US-2017-147248,5/26/17,23,Not Given 
CN-2015-117372,6/5/15,6,Wrong Color
US-2018-127553,3/18/19,18,Wrong Color
AU-2015-121103,5/19/15,2,Not Needed
US-2015-119480,9/24/15,0,Wrong Item
ZA-2018-162460,8/1/18,0,Not Given 
US-2017-147927,1/3/18,12,Wrong Color
US-2015-152551,10/9/15,11,Wrong Item
US-2017-142346,11/3/17,7,Not Given 
US-2015-179769,9/8/15,5,Wrong Item
US-2018-130307,6/23/18,4,Wrong Color
RU-2018-178041,7/20/18,4,Not Given 
AE-2016-131570,3/18/16,13,Not Needed
US-2015-172414,3/17/16,4,Not Given 
IN-2016-127336,10/8/16,2,Not Needed
RU-2018-120017,5/21/18,2,Not Needed
US-2017-128390,1/27/18,8,Not Given 
US-2018-106749,3/11/19,1,Wrong Color
US-2017-120070,4/12/17,14,Not Needed
RU-2017-113169,3/1/18,12,Wrong Item
PH-2016-120468,6/14/16,0,Not Needed
US-2015-110694,10/7/15,13,Not Given 
US-2015-171097,8/21/15,9,Wrong Item
US-2017-176432,11/10/17,8,Not Needed
US-2015-179050,11/25/15,14,Not Given 
GB-2018-166467,5/30/18,1,Not Needed
US-2017-100315,1/12/18,0,Wrong Color
US-2018-160791,4/22/18,7,Wrong Color
US-2017-149287,9/11/17,3,Wrong Item
EG-2015-158446,8/30/15,4,Wrong Color
US-2017-163029,7/9/17,5,Wrong Item
US-2018-171264,11/15/18,3,Wrong Color
US-2017-136144,11/20/17,11,Not Needed
US-2015-104823,10/6/15,3,Wrong Color
US-2016-129304,8/4/16,4,Wrong Item
GB-2015-156991,5/20/15,1,Wrong Item
US-2016-134972,6/27/16,16,Not Needed
IN-2016-119400,4/6/16,4,Wrong Item
CN-2017-112018,12/2/17,12,Not Given 
JP-2017-163077,10/4/17,16,Wrong Item
US-2016-137003,9/29/16,11,Not Given 
US-2016-127850,11/9/16,8,Wrong Color
US-2015-167573,6/3/15,4,Wrong Color
US-2018-116235,6/5/18,10,Not Given 
EG-2018-175663,12/2/18,20,Wrong Item
KR-2016-159818,11/16/16,10,Wrong Item
KR-2018-141925,2/4/19,27,Wrong Item
US-2017-104638,8/25/17,1,Not Given 
GB-2017-175603,1/4/18,0,Wrong Color
US-2018-114765,12/26/18,25,Not Given 
US-2016-139484,7/29/16,10,Wrong Color
CN-2017-171306,8/22/17,19,Not Given 
PH-2016-160029,5/23/16,3,Not Given 
JP-2018-148407,8/22/18,2,Not Given 
