product_id,category,sub_category,product_name,product_cost_to_consumer
FUR-CH-10002317,Furniture,Chairs,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,253.8004
OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,74.11152
TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,177.0923
TEC-AC-10003832,Technology,Accessories,LogitechÂ P710e Mobile Speakerphone,271.13697
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,157.0192
FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",157.98552
TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo CordedÂ Headset,131.56164
TEC-PH-10000369,Technology,Phones,HTC One Mini,99.78408
TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,121.20238
TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,103.94175
TEC-PH-10004830,Technology,Phones,Pyle PRT45 Retro HomeÂ Telephone,62.61206
FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",268.4916
TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,136.79316
OFF-AP-10003099,Office Supplies,Appliances,"Eureka Hand Vacuum, Bagless",42.70752
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",100.96338
FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,144.78646
TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,78.87438
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",60.16572
FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",32.68928
FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",125.55816
FUR-CH-10002126,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,245.93184
OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",102.1272
OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,109.33704
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",112.31064
TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,77.07997
OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,27.3988
FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,321.74604
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,98.67462
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,250.32
OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,169.344
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,74.44008
OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,121.0737
FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",132.02784
FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,133.86156
OFF-ST-10001418,Office Supplies,Storage,Carina Media Storage Towers in Natural & Black,71.71248
FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",73.54864
FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,165.60726
FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,105.26386
FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",236.85552
OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,59.7168
OFF-AP-10003884,Office Supplies,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",47.69424
OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,254.49762
TEC-MA-10003337,Technology,Machines,Okidata B401 Printer,187.19064
FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,200.70138
TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,85.8473
FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,72.31576
OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,123.90948
OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",139.94578
TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,57.75495
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,258.5466
OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",28.6552
FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,61.86096
FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",58.67576
FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,98.09156
FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,78.4875
FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,373.4787
FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",180.04194
TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting,47.07374
FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",187.8646
FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,118.76712
OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,57.86222
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,183.6952
OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,127.8046
TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",127.0423
TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,204.75406
TEC-AC-10004114,Technology,Accessories,KeyTronicÂ 6101 Series -Â KeyboardÂ - Black,32.71002
FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,96.80272
OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,64.40544
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,55.81532
TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,167.42796
FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,118.75248
OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,94.51728
FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,168.06312
OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",75.02976
TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,137.27142
TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,81.39186
TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,80.29197
TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,61.43232
TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OCÂ Speaker Phone,129.41786
OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,36.44004
OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,382.91344
TEC-PH-10001619,Technology,Phones,LG G3,153.06819
TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,171.68724
FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,118.08272
TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,210.7853
OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,25.69788
FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,95.59608
TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,179.35151
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",128.63496
FUR-FU-10003374,Furniture,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,49.73472
OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,31.10676
FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,171.67248
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,174.10276
OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,44.4886
OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,34.97312
TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,80.62992
OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,96.83674
FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,195.78468
OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,111.57366
TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,146.6556
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",137.4219
FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,216.11664
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",65.51454
FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",108.85644
FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,111.52152
FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",207.882
FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",49.5144
TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,130.00351
FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,144.82006
FUR-TA-10002645,Furniture,Tables,Hon Rectangular Conference Tables,207.75315
FUR-TA-10001691,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",66.61149
TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB -Â headsetÂ - Convertible, Monaural",109.19997
TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,66.29025
TEC-PH-10004434,Technology,Phones,Cisco IPÂ PhoneÂ 7961G VoIPÂ phoneÂ - Dark gray,135.1343
FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,156.41528
TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,200.56368
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,118.25124
OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,27.36668
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,62.27606
TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,70.3395
OFF-ST-10000877,Office Supplies,Storage,Recycled Steel Personal File for Standard File Folders,53.18898
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,146.6976
TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,42.91595
TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,47.31272
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,85.9845
FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",79.4024
OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",30.5592
TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,61.5923
OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,42.41874
OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,47.47316
FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,74.95488
TEC-PH-10003691,Technology,Phones,BlackBerry Q10,132.2895
TEC-PH-10002496,Technology,Phones,Cisco SPA301,152.8702
TEC-PH-10002789,Technology,Phones,LG Exalt,125.25997
OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,46.17466
FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,43.79232
FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,63.05052
OFF-PA-10003823,Office Supplies,Paper,Xerox 197,18.7429
OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,43.029
OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",67.364
OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",35.55134
OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,51.94644
FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,161.24664
FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",152.70068
FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",64.5918
OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,124.66188
TEC-AC-10004518,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,15.86
TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,82.68
TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,50.3916
TEC-AC-10003610,Technology,Accessories,LogitechÂ Illuminated - Keyboard,40.55324
OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,47.50416
TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,157.4475
TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,46.0416
FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",145.77332
FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",135.3408
OFF-ST-10000136,Office Supplies,Storage,Letter Size File,31.0057
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,55.70136
TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,119.94192
TEC-PH-10000141,Technology,Phones,Clearsounds A400,63.48238
TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,53.867
OFF-ST-10003994,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",72.8403
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,128.22942
TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,57.02775
TEC-AC-10004659,Technology,Accessories,ImationÂ Secure+ Hardware Encrypted USB 2.0Â Flash Drive; 16GB,61.67655
TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,143.031
OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",56.61824
FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,72.74596
FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",65.58552
OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,68.27314
OFF-PA-10000565,Office Supplies,Paper,Easy-staple paper,31.40478
OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,39.96972
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,124.07564
OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,37.50448
TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 -Â speaker phone,44.23276
TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,81.03315
OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,39.24144
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,39.24144
OFF-PA-10004475,Office Supplies,Paper,Xerox 1940,36.43848
FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",55.67474
TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,111.50986
FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",41.54766
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",235.06015
TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone,53.84808
FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,47.0998
TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e -Â speaker phone,118.24248
FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",94.6264
OFF-AP-10000240,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,45.56496
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,67.44178
OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",32.25852
TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",42.30291
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,70.8786
OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,59.9742
FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",154.94934
OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",117.783
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,125.22804
OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,20.2644
TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,100.74119
FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,141.5466
FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley,110.79936
FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,105.31752
FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,138.73032
FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,83.2722
TEC-MA-10002694,Technology,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,121.37286
FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",26.1646
TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,40.40088
TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,55.566
TEC-PH-10000441,Technology,Phones,VTech DS6151,126.99792
TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,132.2895
TEC-PH-10004959,Technology,Phones,Classic Ivory AntiqueÂ TelephoneÂ ZL1810,105.5145
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,86.79132
TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,77.9922
TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,67.19328
TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,50.58988
FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",77.00823
OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,12.70728
TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,81.5724
FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,116.52264
TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,53.15436
OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",56.4655
FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",153.24554
TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,38.80008
OFF-PA-10002499,Office Supplies,Paper,Xerox 1890,31.811
OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,33.69899
OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,31.10676
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,57.0163
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,41.39016
FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",52.70485
OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,34.97312
TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994
TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver EditionÂ Headset,112.31064
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,58.49025
TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,49.82754
TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,18.3294
TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,79.7916
FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,54.76824
TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,44.45254
OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,37.18377
OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",20.07746
OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",31.66156
OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",123.63456
FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",19.71684
TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,130.6263
OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,17.26704
FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",206.46405
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,99.36108
FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",103.30254
FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",90.882
FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,84.34404
TEC-AC-10003027,Technology,Accessories,ImationÂ 8GB Mini TravelDrive USB 2.0Â Flash Drive,31.51836
OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,9.74592
TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,69.12
FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",102.04866
TEC-PH-10003437,Technology,Phones,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,57.7423
TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",25.91136
TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,59.57336
FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",116.70318
OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",28.4746
OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,16.9246
FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",21.62238
FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,76.35024
FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",38.93945
OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,28.51453
TEC-AC-10000844,Technology,Accessories,LogitechÂ Gaming G510s - Keyboard,76.15104
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,86.16972
OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",71.21856
FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,96.07008
TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,36.743
OFF-PA-10003395,Office Supplies,Paper,Xerox 1941,76.3308
OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,39.6144
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,32.57551
OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,75.024
TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,62.1
FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",45.452
OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",71.35128
OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,22.99539
OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.45616
OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",53.274
FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,86.037
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,40.93694
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,40.36824
OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",95.23248
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,16.49952
OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,78.8704
TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,69.59304
